4	9	6	4	9	6	4	9	6	4	9	6	4	9	6	4	9	6	4	9	6	4	9	6	4	9	6	4	9	6	4	9	6	4	9	6	4	9	6	4	9	6	4	9	6	4	9	6	4	9	6	4	9	6	4	9	6	4	9	6	4	9	6	4	9	6	4	9	6	4	9	6	4	9	6	4	9	6	4	9	6	4	9	6	4	9	6	4	9	6	4	9	6	4	9	6	4	9	6	4	9	6	4	9	6	4	9	6	4	9	6	4	10	6	4	8	6	4	9	6
4	9	7	4	9	7	4	9	7	4	9	7	4	9	7	4	9	7	4	9	7	4	9	7	4	9	7	4	9	7	4	9	7	4	9	7	4	9	7	4	9	7	4	9	7	4	9	7	4	9	7	4	9	7	4	9	7	4	9	7	4	9	7	4	9	7	4	9	7	4	9	7	4	9	7	4	9	7	4	9	7	4	9	7	4	9	7	4	9	7	4	9	7	4	9	7	4	9	7	4	9	7	4	9	7	4	9	7	4	9	7	4	10	7	4	8	7	4	9	7
4	9	8	4	9	8	4	9	8	4	9	8	4	9	8	4	9	8	4	9	8	4	9	8	4	9	8	4	9	8	4	9	8	4	9	8	4	9	8	4	9	8	4	9	8	4	9	8	4	9	8	4	9	8	4	9	8	4	9	8	4	9	8	4	9	8	4	9	8	4	9	8	4	9	8	4	9	8	4	9	8	4	9	8	4	9	8	4	9	8	4	9	8	4	9	8	4	9	8	4	9	8	4	9	8	4	9	8	4	9	8	4	10	8	4	8	8	4	9	8
4	9	9	4	9	9	4	9	9	4	9	9	4	9	9	4	9	9	4	9	9	4	9	9	4	9	9	4	9	9	4	9	9	4	9	9	4	9	9	4	9	9	4	9	9	4	9	9	4	9	9	4	9	9	4	9	9	4	9	9	4	9	9	4	9	9	4	9	9	4	9	9	4	9	9	4	9	9	4	9	9	4	9	9	4	9	9	4	9	9	4	9	9	4	9	9	4	9	9	4	9	9	4	9	9	4	9	9	4	9	9	4	10	9	4	8	9	4	9	9
-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0
-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0
-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0
-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0
-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0
-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0
