-1	0	0	-1	0	0	-1	0	0	-1	0	0	1	8	12	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	1	2	10	1	3	10	-1	0	0	-1	0	0	4	8	0	-1	0	0	-1	0	0	4	8	0	-1	0	0
-1	0	0	-1	0	0	-1	0	0	-1	0	0	1	8	13	-1	0	0	-1	0	0	-1	0	0	-1	0	0	2	9	12	2	9	13	1	2	11	1	3	11	-1	0	0	2	8	12	4	8	0	2	9	13	2	9	13	4	8	0	-1	0	0
-1	0	0	2	9	13	2	9	13	2	9	13	2	9	13	-1	0	0	-1	0	0	-1	0	0	-1	0	0	2	10	14	1	13	12	1	2	12	1	3	12	1	12	2	2	8	14	4	8	0	-1	0	0	-1	0	0	4	8	0	-1	0	0
-1	0	0	2	8	14	-1	0	0	3	10	9	2	10	14	-1	0	0	-1	0	0	-1	0	0	-1	0	0	2	10	14	-1	0	0	-1	0	0	-1	0	0	2	9	12	2	8	11	4	8	1	-1	0	0	-1	0	0	4	8	1	-1	0	0
-1	0	0	2	8	14	-1	0	0	3	11	9	2	12	3	-1	0	0	-1	0	0	-1	0	0	-1	0	0	2	9	11	2	10	13	-1	0	0	2	8	13	2	10	15	-1	0	0	2	10	14	-1	0	0	1	2	6	2	8	14	-1	0	0
-1	0	0	2	8	14	-1	0	0	2	8	14	1	0	5	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	2	10	14	-1	0	0	2	8	14	-1	0	0	-1	0	0	2	10	14	-1	0	0	1	2	7	2	8	14	-1	0	0
-1	0	0	2	8	14	-1	0	0	2	8	14	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	2	10	14	-1	0	0	2	8	15	2	8	12	-1	0	0	2	10	14	-1	0	0	-1	0	0	2	8	14	-1	0	0
-1	0	0	2	8	14	-1	0	0	2	8	15	2	9	13	2	9	13	2	9	13	2	9	13	2	9	13	2	9	13	2	10	15	-1	0	0	1	4	10	2	8	15	2	9	15	2	10	15	-1	0	0	-1	0	0	2	8	14	-1	0	0
-1	0	0	2	8	14	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	1	4	11	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	2	8	14	-1	0	0
-1	0	0	2	8	15	-1	0	0	2	9	15	2	9	15	2	9	15	2	9	15	2	9	15	2	9	15	2	9	15	2	10	13	-1	0	0	1	4	12	2	9	12	2	9	13	2	9	13	2	9	15	2	9	15	2	8	11	-1	0	0
-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	2	10	14	-1	0	0	2	8	13	2	10	15	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0
-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	2	10	14	-1	0	0	2	8	14	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0
-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0
-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0
-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0
