-2	32	34	-2	38	106	-2	35	106	-2	38	72	-2	38	34	-2	32	72	-2	32	0	-2	32	0	-2	32	0	-2	32	0	-2	32	32	-2	32	36	-2	32	100	-2	32	68	-2	32	98	-2	83	106	0	1	6	0	1	6	-2	83	106	-2	32	72
-2	32	50	-2	38	-6	-2	35	-6	-2	38	-56	-2	38	50	-2	32	-56	-2	32	0	-2	32	0	-2	32	0	-2	32	32	-2	32	38	2	9	13	2	9	13	2	9	13	-2	32	122	-2	83	-6	0	1	6	0	1	6	-2	83	-6	-2	32	-56
-2	32	50	-2	38	-6	-2	35	-6	-2	38	-52	-2	38	114	-2	32	-56	-2	32	0	-2	32	0	-2	32	0	-2	32	34	-2	35	-3	-2	35	-11	-2	35	-11	-2	35	-9	-2	32	-6	-2	83	-6	0	1	6	0	1	6	-2	83	-6	-2	32	-56
-2	32	18	-2	38	-2	-2	35	-2	-2	32	-37	-2	38	126	-2	32	-120	-2	32	0	-2	32	0	-2	32	0	-2	32	18	0	2	2	0	2	2	0	2	2	0	2	2	-2	32	-102	-2	83	-2	0	1	6	0	1	6	-2	83	-2	-2	32	-56
-2	32	48	-2	32	55	0	2	2	-2	32	-40	-2	32	1	-2	32	-128	-2	32	0	-2	32	0	-2	32	0	-2	32	16	-2	32	51	0	2	2	-2	32	-39	-2	32	-127	-2	32	-112	-2	32	51	0	1	6	0	1	6	-2	35	-69	-2	32	-56
-2	32	34	-2	35	-5	0	2	2	-2	32	-56	-2	32	0	-2	32	0	-2	32	0	-2	32	0	-2	32	0	-2	32	0	-2	32	50	0	2	2	-2	32	-56	-2	32	0	-2	32	0	-2	32	50	0	2	2	-2	35	-51	-2	35	-14	-2	32	-56
-2	32	50	-2	35	-6	0	2	2	-2	32	-56	-2	32	0	-2	32	0	-2	32	0	-2	32	0	-2	32	0	-2	32	0	-2	32	50	0	2	2	-2	32	-52	-2	32	64	-2	32	0	-2	32	50	0	2	2	0	2	2	-2	35	126	-2	32	-56
-2	32	50	-2	35	-6	0	2	2	-2	32	-20	-2	32	100	-2	32	100	-2	32	100	-2	32	100	-2	32	100	-2	32	100	-2	32	118	0	2	2	0	2	2	-2	32	108	-2	32	100	-2	32	118	0	2	2	0	2	2	0	2	2	-2	32	-56
-2	32	18	-2	35	-2	0	2	2	0	2	2	0	2	2	0	2	2	0	2	2	0	2	2	0	2	2	0	2	2	0	2	2	0	2	2	0	2	2	0	2	2	0	2	2	0	2	2	0	2	2	0	2	2	0	2	2	-2	32	-120
-2	32	52	-2	32	119	-2	14	-1	-2	32	-39	-2	32	-111	-2	32	-111	-2	32	-111	-2	32	-109	0	2	2	0	2	2	0	2	2	0	2	2	0	2	2	0	2	2	0	2	2	0	2	2	0	2	2	0	2	2	-2	32	-119	-2	32	-128
-2	15	21	-2	15	-47	-2	15	-77	-2	32	-56	-2	32	0	-2	32	0	-2	32	0	-2	32	16	-2	32	17	-2	32	-111	-2	32	-77	0	2	2	0	2	2	0	2	2	-2	32	-103	-2	32	-111	-2	32	-111	-2	32	-127	-2	32	-128	-2	32	0
-2	32	19	-2	15	108	-2	15	118	-2	32	-120	-2	32	0	-2	32	0	-2	32	0	-2	32	0	-2	32	0	-2	32	32	-2	32	54	0	2	2	-2	32	-39	-2	32	-127	-2	32	-128	-2	32	0	-2	32	0	-2	32	0	-2	32	0	-2	32	0
-2	32	16	-2	32	17	-2	32	-127	-2	32	-128	-2	32	0	-2	32	0	-2	32	0	-2	32	0	-2	32	0	-2	32	34	-2	6	-39	-2	6	-77	-2	32	-56	-2	32	0	-2	32	0	-2	32	0	-2	32	0	-2	32	0	-2	32	0	-2	32	0
-2	32	0	-2	32	0	-2	32	0	-2	32	0	-2	32	0	-2	32	0	-2	32	0	-2	32	0	-2	32	0	-2	32	18	-2	6	-20	-2	6	118	-2	32	-120	-2	32	0	-2	32	0	-2	32	0	-2	32	0	-2	32	0	-2	32	0	-2	32	0
-2	32	0	-2	32	0	-2	32	0	-2	32	0	-2	32	0	-2	32	0	-2	32	0	-2	32	0	-2	32	0	-2	32	16	-2	32	17	-2	32	-127	-2	32	-128	-2	32	0	-2	32	0	-2	32	0	-2	32	0	-2	32	0	-2	32	0	-2	32	0
